p_act_ifnar_in,0.0007
p_act_isgf3_in,0.077
p_coop_ifnar,4.0706
p_deact_ifnar,0.0065
p_deact_isgf3,0.027
p_tau_ifnb,82.045
pdec_ifnar,0.0314
pdec_ifnar_in,0.0042
pdec_isgf3,0
pdec_isgf3_in,0
psyn_ifnar,0
psyn_ifnar_in,0.0064
psyn_isgf3,0
psyn_isgf3_in,0
